street,company_name,lon,lat,landuse,county,subcounty,type
unknown,epco ltd,36.8712755,-1.3192692,industrial,nairobi city,makadara,industry
unknown,unknown,36.8715898,-1.3182801,industrial,nairobi city,makadara,industry
unknown,unknown,36.8715415,-1.3183544,industrial,nairobi city,makadara,industry
unknown,unknown,36.8720847,-1.3183788,industrial,nairobi city,makadara,industry
lunga lunga road,unknown,36.8714845,-1.3184349,industrial,nairobi city,makadara,industry
unknown,unknown,36.8714337,-1.3185439,industrial,nairobi city,makadara,industry
unknown,unknown,36.872075,-1.3186474,industrial,nairobi city,makadara,industry
unknown,unknown,36.8713469,-1.3186653,industrial,nairobi city,makadara,industry
unknown,unknown,36.8719153,-1.3189087,industrial,nairobi city,makadara,industry
unknown,unknown,36.8718475,-1.3190175,industrial,nairobi city,makadara,industry
unknown,unknown,36.8701503,-1.319477,industrial,nairobi city,makadara,industry
unknown,sea bed transporters,36.8697111,-1.3181686,industrial,nairobi city,makadara,industry
likoni road,wood product industry,36.8702855,-1.3204187,industrial,nairobi city,makadara,industry
unknown,wood product industry,36.8708073,-1.3205889,industrial,nairobi city,makadara,industry
unknown,unknown,36.8720744,-1.3196884,industrial,nairobi city,makadara,industry
unknown,unknown,36.8719734,-1.3197966,industrial,nairobi city,kasarani,industry
unknown,unknown,36.8737946,-1.320569,industrial,nairobi city,kasarani,industry
unknown,unknown,36.8733619,-1.32088,industrial,nairobi city,langata,industry
unknown,unknown,36.8738713,-1.3209611,industrial,nairobi city,langata,industry
unknown,unknown,36.8891234,-1.3250165,industrial,nairobi city,langata,industry
unknown,unknown,36.8890821,-1.3252122,industrial,nairobi city,langata,industry
unknown,unknown,36.8891324,-1.3253917,industrial,nairobi city,langata,industry
unknown,unknown,36.8882616,-1.3257308,industrial,nairobi city,langata,industry
unknown,unknown,36.8882536,-1.3259356,industrial,nairobi city,langata,industry
unknown,unknown,36.8883525,-1.3259815,industrial,nairobi city,langata,industry
unknown,unknown,36.8882701,-1.3259892,industrial,nairobi city,langata,industry
unknown,unknown,36.888553,-1.3259966,industrial,nairobi city,langata,industry
unknown,unknown,36.8892394,-1.3252755,industrial,nairobi city,langata,industry
unknown,unknown,36.8887947,-1.3254582,industrial,nairobi city,langata,industry
unknown,unknown,36.8883516,-1.3255833,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8883102,-1.3256626,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8884786,-1.3258226,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8894218,-1.3258681,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8886276,-1.3258782,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8881894,-1.3261116,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8884552,-1.3261798,industrial,nairobi city,langata,industry
unknown,industy,36.8797088,-1.3262124,industrial,nairobi city,langata,industry
unknown,industy,36.8798185,-1.3268083,industrial,nairobi city,starehe,industry
unknown,unknown,36.8636716,-1.3089591,industrial,nairobi city,starehe,industry
unknown,unknown,36.8669739,-1.3102257,industrial,nairobi city,kasarani,industry
unknown,deepa industry,36.868002,-1.3102727,industrial,nairobi city,langata,industry
unknown,unknown,36.8644458,-1.3104728,industrial,nairobi city,langata,industry
unknown,unknown,36.8655079,-1.3107136,industrial,nairobi city,westlands,industry
unknown,unknown,36.8665354,-1.3110312,industrial,nairobi city,embakasi,industry
unknown,acc - accurate steel mills,36.8738407,-1.3177798,industrial,nairobi city,starehe,industry
unknown,gateway ltd,36.8734296,-1.3180604,industrial,nairobi city,makadara,industry
unknown,gateway ltd,36.8735145,-1.3183181,industrial,nairobi city,westlands,industry
unknown,hillocks commercials,36.8653742,-1.319119,industrial,nairobi city,makadara,industry
unknown,unknown,36.874138,-1.3151998,industrial,nairobi city,starehe,industry
unknown,unknown,36.8738636,-1.3152846,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8739016,-1.3155271,industrial,nairobi city,embakasi,industry
unknown,distel wine matters,36.8632135,-1.3168758,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8659614,-1.3174598,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8668099,-1.3172841,industrial,nairobi city,embakasi,industry
unknown,unknown,36.8665055,-1.3182296,industrial,nairobi city,embakasi,industry
unknown,timsales limited,36.8486129,-1.3098572,industrial,nairobi city,embakasi,industry
unknown,timsales limited,36.8480312,-1.310238,industrial,nairobi city,embakasi,industry
unknown,timsales limited,36.8490968,-1.3103204,industrial,nairobi city,embakasi,industry
unknown,ufundi paper ltd,36.847904,-1.3094023,industrial,nairobi city,embakasi,industry
unknown,chemid,36.8691572,-1.3075241,industrial,nairobi city,embakasi,industry
unknown,print pak company,36.8557116,-1.3033468,industrial,nairobi city,embakasi,industry
unknown,sun flag textiles,36.8689592,-1.3085896,industrial,nairobi city,embakasi,industry
unknown,timber yard,36.8559677,-1.3152334,industrial,nairobi city,embakasi,industry
unknown,industiries,36.8631228,-1.3326281,industrial,nairobi city,embakasi,industry
unknown,kenafric industries limited,36.8805221,-1.245419,industrial,nairobi city,embakasi,industry
unknown,sihoho engineering workshop,36.8946475,-1.2400502,industrial,nairobi city,embakasi,industry
unknown,danfahi welding,36.8830749,-1.246858,industrial,nairobi city,embakasi,industry
unknown,kenya literature bureau,36.8301646,-1.3243144,industrial,nairobi city,embakasi,industry
unknown,specialised towel manufacturers,36.859425,-1.3063727,industrial,nairobi city,embakasi,industry
unknown,pan african agribusiness& agroindustry consortium,36.8490977,-1.2343675,industrial,nairobi city,starehe,industry
unknown,lugoda tea factory,36.6892323,-1.3096191,industrial,nairobi city,starehe,industry
unknown,plaspak,36.8653774,-1.3233731,industrial,nairobi city,starehe,industry
unknown,simbisa brands kenya,36.8676197,-1.3350729,industrial,nairobi city,starehe,industry
enterprise road,alpha grain millers,36.8896604,-1.3292638,industrial,nairobi city,starehe,industry
unknown,autoxpress x-tread retreading factory and tms division,36.900747,-1.3461402,industrial,nairobi city,starehe,industry
unknown,saj ceramics,36.8423118,-1.2302775,industrial,nairobi city,starehe,industry
unknown,ashut plastics ltd head office,36.8580291,-1.3055551,industrial,nairobi city,starehe,industry
unknown,asl packaging limited,36.8797916,-1.3283885,industrial,nairobi city,starehe,industry
unknown,asl ltd - trading division,36.8391957,-1.2973367,industrial,nairobi city,starehe,industry
unknown,aquawetts enterprises ltd,36.8581885,-1.3194764,industrial,nairobi city,starehe,industry
enterprise road,astral pipes ltd,36.8675648,-1.3344744,industrial,nairobi city,starehe,industry
unknown,basco products (k) ltd,36.9038923,-1.320765,industrial,nairobi city,starehe,industry
unknown,bhachu industries ltd,36.8705773,-1.3228577,industrial,nairobi city,starehe,industry
unknown,bio food products ltd,36.8623205,-1.3276311,industrial,nairobi city,starehe,industry
unknown,brass & allied works ltd,36.8449311,-1.3102118,industrial,nairobi city,starehe,industry
unknown,buildpus masters ltd,36.8178275,-1.2597736,industrial,nairobi city,starehe,industry
unknown,reliable electrical engineers (nrb) ltd.,36.8635926,-1.3254725,industrial,nairobi city,starehe,industry
unknown,maruti steel ltd,36.8391189,-1.2991231,industrial,nairobi city,starehe,industry
unknown,megh cushions industries,36.8658132,-1.3201575,industrial,nairobi city,starehe,industry
unknown,millenium steel ltd,36.8487842,-1.3114187,industrial,nairobi city,starehe,industry
unknown,radheshyam transport (kwa muindi),36.9056416,-1.2989552,industrial,nairobi city,makadara,industry
unknown,enrich equipment ltd.,36.9027777,-1.2990321,industrial,nairobi city,makadara,industry
unknown,kensalt ltd -nairobi branch,36.9212607,-1.3138437,industrial,nairobi city,makadara,industry
unknown,osho chemical industries ltd,36.8721173,-1.3079242,industrial,nairobi city,starehe,industry
unknown,the flower factory,36.7039364,-1.3228161,industrial,nairobi city,starehe,industry
unknown,chandaria industries limited,36.8850176,-1.2443729,industrial,nairobi city,starehe,industry
unknown,pegler paints hq,36.8701594,-1.3045378,industrial,nairobi city,starehe,industry
unknown,ashut engineers ltd head office,36.8603485,-1.3100103,industrial,nairobi city,makadara,industry
unknown,sana angels industry,36.8628527,-1.3098764,industrial,nairobi city,makadara,industry
Ring Rd,Kamukunji Plastics,36.83194656,-1.280140971,industrial,nairobi city,kamukunji,industry
